id_penjualan,id_invoice,tanggal,id_customer,nama,id_barang,nama_barang,harga,unit,jumlah_barang,mata_uang,kemasan,cabang_sales,id_distributor,id_cabang,kode_lini,lini,id_group,kategori_grup
IN6216_BRG0007,IN6216,2022-01-23,CUST55456,"APOTEK MAJA",BRG0007,"ERGOTAMINE COFFEINE",4592.10,DUS,98,IDR,BOTOL,Kuningan,TA,CAB05,206,ETIKAL,Z32,Apotek
IN6217_BRG0003,IN6217,2022-01-23,CUST55438,"APOTEK SAHABAT",BRG0003,AMPICILLIN,5780.70,DUS,5,IDR,BOTOL,Padang,TD,CAB02,210,VNS,Z32,Apotek
IN6218_BRG0010,IN6218,2022-04-17,CUST55639,"KLINIK SAHABAT",BRG0010,PARACETAMOL,6940.30,DUS,21,IDR,BOTOL,Tangerang,EPM,CAB08,208,SLCYL,Z31,Klinik
IN6219_BRG0001,IN6219,2022-01-27,CUST55436,"KLINIK SAHABAT",BRG0001,"ACYCLOVIR DUS",4592.10,DUS,34,IDR,DUS,Tangerang,TA,CAB01,206,ETIKAL,Z31,Klinik
IN6220_BRG0005,IN6220,2022-01-23,CUST55444,"KLINIK SAHABAT",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,48,IDR,TABLET,Tangerang,TD,CAB08,203,SLCYL,Z31,Klinik
IN6221_BRG0005,IN6221,2022-01-23,CUST55504,"KLINIK SAHABAT",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,25,IDR,TABLET,Tangerang,EPM,CAB08,203,SLCYL,Z31,Klinik
IN6222_BRG0003,IN6222,2022-06-02,CUST55678,"APOTEK SAHABAT",BRG0003,AMPICILLIN,5780.70,DUS,1,IDR,BOTOL,Padang,TD,CAB02,210,VNS,Z32,Apotek
IN6223_BRG0004,IN6223,2022-05-02,CUST55633,"APOTEK SAHABAT",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,6,IDR,KAPSUL,Padang,TD,CAB02,201,VNS,Z32,Apotek
IN6224_BRG0004,IN6224,2022-02-17,CUST55559,"KLINIK DR. ANDRI",BRG0004,"TRAMADOL KAPSUL 50 MG",6940.30,DUS,22,IDR,KAPSUL,Lampung,TD,CAB03,201,SLCYL,Z31,Klinik
IN6225_BRG0002,IN6225,2022-04-30,CUST55631,"KLINIK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,44,IDR,DUS,Tangerang,TA,CAB01,203,ETIKAL,Z31,Klinik
IN6226_BRG0007,IN6226,2022-01-31,CUST55416,"APOTEK SAHABAT",BRG0007,"ERGOTAMINE COFFEINE",4592.10,DUS,23,IDR,BOTOL,Padang,EPM,CAB10,206,ETIKAL,Z32,Apotek
IN6227_BRG0002,IN6227,2022-04-10,CUST55611,"APOTEK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,12,IDR,DUS,Padang,TA,CAB10,203,ETIKAL,Z32,Apotek
IN6228_BRG0009,IN6228,2022-01-27,CUST55508,"APOTEK MAJA",BRG0009,"AMBROXOL HC",5780.70,DUS,12,IDR,BOTOL,Kuningan,TD,CAB01,207,VNS,Z32,Apotek
IN6229_BRG0006,IN6229,2022-03-05,CUST55575,"APOTEK TAPAK",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,5,IDR,TABLET,Aceh,EPM,CAB04,205,"OGB & PH",Z32,Apotek
IN6230_BRG0004,IN6230,2022-01-28,CUST55413,"APOTEK MERDEKA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,14,IDR,KAPSUL,Bandung,EPM,CAB07,201,VNS,Z32,Apotek
IN6231_BRG0004,IN6231,2022-02-21,CUST55563,"APOTEK MERDEKA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,24,IDR,KAPSUL,Bandung,TD,CAB07,201,VNS,Z32,Apotek
IN6232_BRG0010,IN6232,2022-04-08,CUST55609,"KLINIK SAHABAT",BRG0010,PARACETAMOL,6940.30,DUS,10,IDR,BOTOL,Tangerang,EPM,CAB08,208,SLCYL,Z31,Klinik
IN6233_BRG0001,IN6233,2022-01-23,CUST55450,"APOTEK MERDEKA",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,24,IDR,DUS,Bandung,EPM,CAB03,206,"OGB & PH",Z32,Apotek
IN6234_BRG0003,IN6234,2022-02-10,CUST55552,"APOTEK TAPAK",BRG0003,AMPICILLIN,10690.60,DUS,67,IDR,BOTOL,Aceh,TD,CAB01,210,MARCKS,Z32,Apotek
IN6235_BRG0002,IN6235,2022-01-30,CUST55451,"KLINIK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,10,IDR,DUS,Tangerang,TD,CAB01,203,ETIKAL,Z31,Klinik
IN6236_BRG0005,IN6236,2022-06-08,CUST55684,"KLINIK SAHABAT",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,12,IDR,TABLET,Tangerang,TD,CAB08,203,SLCYL,Z31,Klinik
IN6237_BRG0004,IN6237,2022-04-18,CUST55619,"KLINIK DR. ANDRI",BRG0004,"TRAMADOL KAPSUL 50 MG",6940.30,DUS,10,IDR,KAPSUL,Lampung,EPM,CAB03,201,SLCYL,Z31,Klinik
IN6238_BRG0001,IN6238,2022-01-27,CUST55460,"APOTEK SINAR JAYA",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,9,IDR,DUS,Bekasi,EPM,CAB09,206,"OGB & PH",Z32,Apotek
IN6239_BRG0003,IN6239,2022-03-02,CUST55572,"APOTEK SINAR JAYA",BRG0003,AMPICILLIN,10690.60,DUS,8,IDR,BOTOL,Bekasi,EPM,CAB01,210,MARCKS,Z32,Apotek
IN6240_BRG0002,IN6240,2022-01-30,CUST55541,"KLINIK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,48,IDR,DUS,Tangerang,EPM,CAB01,203,ETIKAL,Z31,Klinik
IN6241_BRG0001,IN6241,2022-01-31,CUST55440,"APOTEK TAPAK",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,79,IDR,DUS,Aceh,EPM,CAB04,206,"OGB & PH",Z32,Apotek
IN6242_BRG0005,IN6242,2022-01-23,CUST55534,"KLINIK SAHABAT",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,44,IDR,TABLET,Tangerang,EPM,CAB08,203,SLCYL,Z31,Klinik
IN6243_BRG0006,IN6243,2022-02-01,CUST55525,"APOTEK MERDEKA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,67,IDR,TABLET,Bandung,TD,CAB03,205,"OGB & PH",Z32,Apotek
IN6244_BRG0003,IN6244,2022-01-31,CUST55542,"APOTEK SINAR JAYA",BRG0003,AMPICILLIN,10690.60,DUS,21,IDR,BOTOL,Bekasi,TD,CAB01,210,MARCKS,Z32,Apotek
IN6245_BRG0008,IN6245,2022-01-30,CUST55397,"KLINIK GM",BRG0008,"TETRACYCLINE KAPSUL 250 MG",3991.90,DUS,34,IDR,KAPSUL,Jakarta,TD,CAB06,204,MARCKS,Z31,Klinik
IN6246_BRG0004,IN6246,2022-01-28,CUST55533,"APOTEK MERDEKA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,34,IDR,KAPSUL,Bandung,TA,CAB07,201,VNS,Z32,Apotek
IN6247_BRG0006,IN6247,2022-01-28,CUST55425,"APOTEK TAPAK",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,10,IDR,TABLET,Aceh,TA,CAB04,205,"OGB & PH",Z32,Apotek
IN6248_BRG0008,IN6248,2022-01-30,CUST55427,"KLINIK GM",BRG0008,"TETRACYCLINE KAPSUL 250 MG",3991.90,DUS,100,IDR,KAPSUL,Jakarta,TD,CAB06,204,MARCKS,Z31,Klinik
IN6249_BRG0004,IN6249,2022-04-30,CUST55703,"APOTEK MAJA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,25,IDR,KAPSUL,Kuningan,EPM,CAB01,201,VNS,Z32,Apotek
IN6250_BRG0002,IN6250,2022-03-17,CUST55587,"APOTEK SINAR JAYA",BRG0002,"ALERGINE TABLET SALUT",3991.90,DUS,12,IDR,DUS,Bekasi,TA,CAB01,203,MARCKS,Z32,Apotek
IN6251_BRG0008,IN6251,2022-01-23,CUST55387,"APOTEK TAPAK",BRG0008,"TETRACYCLINE KAPSUL 250 MG",3991.90,DUS,1,IDR,KAPSUL,Aceh,TD,CAB07,204,MARCKS,Z32,Apotek
IN6252_BRG0004,IN6252,2022-05-18,CUST55649,"KLINIK DR. ANDRI",BRG0004,"TRAMADOL KAPSUL 50 MG",6940.30,DUS,67,IDR,KAPSUL,Lampung,EPM,CAB03,201,SLCYL,Z31,Klinik
IN6253_BRG0002,IN6253,2022-01-28,CUST55431,"APOTEK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,34,IDR,DUS,Padang,TD,CAB10,203,ETIKAL,Z32,Apotek
IN6254_BRG0005,IN6254,2022-02-02,CUST55544,"KLINIK DR. ANDRI",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,12,IDR,TABLET,Lampung,TA,CAB03,203,SLCYL,Z31,Klinik
IN6255_BRG0007,IN6255,2022-01-31,CUST55446,"APOTEK SAHABAT",BRG0007,"ERGOTAMINE COFFEINE",4592.10,DUS,22,IDR,BOTOL,Padang,TA,CAB10,206,ETIKAL,Z32,Apotek
IN6256_BRG0004,IN6256,2022-01-30,CUST55463,"APOTEK MAJA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,12,IDR,KAPSUL,Kuningan,TA,CAB01,201,VNS,Z32,Apotek
IN6257_BRG0006,IN6257,2022-04-14,CUST55615,"APOTEK MERDEKA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,5,IDR,TABLET,Bandung,EPM,CAB03,205,"OGB & PH",Z32,Apotek
IN6258_BRG0005,IN6258,2022-01-27,CUST55484,"KLINIK DR. ANDRI",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,1,IDR,TABLET,Lampung,EPM,CAB03,203,SLCYL,Z31,Klinik
IN6259_BRG0006,IN6259,2022-02-01,CUST55405,"APOTEK MERDEKA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,19,IDR,TABLET,Bandung,TA,CAB03,205,"OGB & PH",Z32,Apotek
IN6260_BRG0005,IN6260,2022-02-22,CUST55564,"KLINIK SAHABAT",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,10,IDR,TABLET,Tangerang,TA,CAB08,203,SLCYL,Z31,Klinik
IN6261_BRG0008,IN6261,2022-02-05,CUST55547,"KLINIK GM",BRG0008,"TETRACYCLINE KAPSUL 250 MG",3991.90,DUS,24,IDR,KAPSUL,Jakarta,TA,CAB06,204,MARCKS,Z31,Klinik
IN6262_BRG0010,IN6262,2022-01-28,CUST55419,"KLINIK GM",BRG0010,PARACETAMOL,6940.30,DUS,67,IDR,BOTOL,Jakarta,TA,CAB02,208,SLCYL,Z31,Klinik
IN6263_BRG0003,IN6263,2022-01-31,CUST55452,"APOTEK SINAR JAYA",BRG0003,AMPICILLIN,10690.60,DUS,130,IDR,BOTOL,Bekasi,TA,CAB01,210,MARCKS,Z32,Apotek
IN6264_BRG0001,IN6264,2022-06-14,CUST55690,"APOTEK MERDEKA",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,15,IDR,DUS,Bandung,EPM,CAB03,206,"OGB & PH",Z32,Apotek
IN6265_BRG0009,IN6265,2022-04-30,CUST55698,"APOTEK MERDEKA",BRG0009,"AMBROXOL HC",5780.70,DUS,25,IDR,BOTOL,Bandung,TD,CAB07,207,VNS,Z32,Apotek
IN6266_BRG0002,IN6266,2022-02-01,CUST55531,"APOTEK MAJA",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,34,IDR,DUS,Kuningan,EPM,CAB05,203,ETIKAL,Z32,Apotek
IN6267_BRG0010,IN6267,2022-02-01,CUST55459,"KLINIK SAHABAT",BRG0010,PARACETAMOL,6940.30,DUS,8,IDR,BOTOL,Tangerang,TA,CAB08,208,SLCYL,Z31,Klinik
IN6268_BRG0003,IN6268,2022-06-16,CUST55692,"APOTEK SINAR JAYA",BRG0003,AMPICILLIN,10690.60,DUS,25,IDR,BOTOL,Bekasi,TA,CAB01,210,MARCKS,Z32,Apotek
IN6269_BRG0004,IN6269,2022-02-01,CUST55453,"APOTEK SAHABAT",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,12,IDR,KAPSUL,Padang,EPM,CAB02,201,VNS,Z32,Apotek
IN6270_BRG0007,IN6270,2022-05-03,CUST55696,"APOTEK MAJA",BRG0007,"ERGOTAMINE COFFEINE",4592.10,DUS,19,IDR,BOTOL,Kuningan,EPM,CAB05,206,ETIKAL,Z32,Apotek
IN6271_BRG0005,IN6271,2022-04-03,CUST55604,"KLINIK DR. ANDRI",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,22,IDR,TABLET,Lampung,TA,CAB03,203,SLCYL,Z31,Klinik
IN6272_BRG0001,IN6272,2022-05-19,CUST55650,"APOTEK TAPAK",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,98,IDR,DUS,Aceh,TD,CAB04,206,"OGB & PH",Z32,Apotek
IN6273_BRG0005,IN6273,2022-05-03,CUST55634,"KLINIK DR. ANDRI",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,79,IDR,TABLET,Lampung,TD,CAB03,203,SLCYL,Z31,Klinik
IN6274_BRG0004,IN6274,2022-02-01,CUST55423,"APOTEK SAHABAT",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,8,IDR,KAPSUL,Padang,EPM,CAB02,201,VNS,Z32,Apotek
IN6275_BRG0009,IN6275,2022-02-26,CUST55568,"APOTEK MAJA",BRG0009,"AMBROXOL HC",5780.70,DUS,67,IDR,BOTOL,Kuningan,EPM,CAB01,207,VNS,Z32,Apotek
IN6276_BRG0002,IN6276,2022-01-30,CUST55481,"KLINIK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,1,IDR,DUS,Tangerang,TD,CAB01,203,ETIKAL,Z31,Klinik
IN6277_BRG0010,IN6277,2022-04-28,CUST55629,"KLINIK GM",BRG0010,PARACETAMOL,6940.30,DUS,34,IDR,BOTOL,Jakarta,EPM,CAB02,208,SLCYL,Z31,Klinik
IN6278_BRG0004,IN6278,2022-01-30,CUST55499,"KLINIK DR. ANDRI",BRG0004,"TRAMADOL KAPSUL 50 MG",6940.30,DUS,14,IDR,KAPSUL,Lampung,TD,CAB03,201,SLCYL,Z31,Klinik
IN6279_BRG0004,IN6279,2022-01-30,CUST55529,"KLINIK DR. ANDRI",BRG0004,"TRAMADOL KAPSUL 50 MG",6940.30,DUS,20,IDR,KAPSUL,Lampung,TD,CAB03,201,SLCYL,Z31,Klinik
IN6280_BRG0005,IN6280,2022-01-23,CUST55384,"KLINIK SAHABAT",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,1,IDR,TABLET,Tangerang,TD,CAB04,203,SLCYL,Z31,Klinik
IN6281_BRG0006,IN6281,2022-01-30,CUST55415,"APOTEK SINAR JAYA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,10,IDR,TABLET,Bekasi,TA,CAB09,205,"OGB & PH",Z32,Apotek
IN6282_BRG0004,IN6282,2022-05-28,CUST55673,"APOTEK MAJA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,9,IDR,KAPSUL,Kuningan,EPM,CAB01,201,VNS,Z32,Apotek
IN6283_BRG0005,IN6283,2022-05-19,CUST55664,"KLINIK DR. ANDRI",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,10,IDR,TABLET,Lampung,TD,CAB03,203,SLCYL,Z31,Klinik
IN6284_BRG0001,IN6284,2022-01-23,CUST55540,"APOTEK MERDEKA",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,76,IDR,DUS,Bandung,TA,CAB03,206,"OGB & PH",Z32,Apotek
IN6285_BRG0001,IN6285,2022-05-15,CUST55646,"KLINIK SAHABAT",BRG0001,"ACYCLOVIR DUS",4592.10,DUS,130,IDR,DUS,Tangerang,EPM,CAB01,206,ETIKAL,Z31,Klinik
IN6286_BRG0003,IN6286,2022-01-23,CUST55468,"APOTEK SAHABAT",BRG0003,AMPICILLIN,5780.70,DUS,120,IDR,BOTOL,Padang,TD,CAB02,210,VNS,Z32,Apotek
IN6287_BRG0002,IN6287,2022-01-30,CUST55391,"KLINIK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,17,IDR,DUS,Tangerang,TD,CAB01,203,ETIKAL,Z31,Klinik
IN6288_BRG0003,IN6288,2022-06-06,CUST55682,"KLINIK GM",BRG0003,AMPICILLIN,10690.60,DUS,17,IDR,BOTOL,Jakarta,TA,CAB06,210,MARCKS,Z31,Klinik
IN6289_BRG0003,IN6289,2022-01-23,CUST55492,"APOTEK TAPAK",BRG0003,AMPICILLIN,10690.60,DUS,25,IDR,BOTOL,Aceh,TD,CAB01,210,MARCKS,Z32,Apotek
IN6290_BRG0003,IN6290,2022-03-22,CUST55592,"KLINIK GM",BRG0003,AMPICILLIN,10690.60,DUS,67,IDR,BOTOL,Jakarta,EPM,CAB06,210,MARCKS,Z31,Klinik
IN6291_BRG0010,IN6291,2022-02-01,CUST55489,"KLINIK SAHABAT",BRG0010,PARACETAMOL,6940.30,DUS,11,IDR,BOTOL,Tangerang,TD,CAB08,208,SLCYL,Z31,Klinik
IN6292_BRG0002,IN6292,2022-01-28,CUST55467,"APOTEK SINAR JAYA",BRG0002,"ALERGINE TABLET SALUT",3991.90,DUS,10,IDR,DUS,Bekasi,EPM,CAB01,203,MARCKS,Z32,Apotek
IN6293_BRG0010,IN6293,2022-02-01,CUST55519,"KLINIK SAHABAT",BRG0010,PARACETAMOL,6940.30,DUS,4,IDR,BOTOL,Tangerang,TD,CAB08,208,SLCYL,Z31,Klinik
IN6294_BRG0002,IN6294,2022-05-03,CUST55711,"APOTEK MAJA",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,98,IDR,DUS,Kuningan,TD,CAB05,203,ETIKAL,Z32,Apotek
IN6295_BRG0004,IN6295,2022-05-22,CUST55653,"APOTEK MERDEKA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,8,IDR,KAPSUL,Bandung,EPM,CAB07,201,VNS,Z32,Apotek
IN6296_BRG0006,IN6296,2022-06-09,CUST55685,"APOTEK SINAR JAYA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,12,IDR,TABLET,Bekasi,TA,CAB09,205,"OGB & PH",Z32,Apotek
IN6297_BRG0002,IN6297,2022-01-20,CUST55381,"APOTEK MAJA",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,5,IDR,DUS,Kuningan,TD,CAB01,203,ETIKAL,Z32,Apotek
IN6298_BRG0003,IN6298,2022-05-21,CUST55652,"KLINIK GM",BRG0003,AMPICILLIN,10690.60,DUS,4,IDR,BOTOL,Jakarta,TA,CAB06,210,MARCKS,Z31,Klinik
IN6299_BRG0005,IN6299,2022-01-27,CUST55514,"KLINIK DR. ANDRI",BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG",5648.30,DUS,12,IDR,TABLET,Lampung,EPM,CAB03,203,SLCYL,Z31,Klinik
IN6300_BRG0008,IN6300,2022-02-01,CUST55507,"APOTEK TAPAK",BRG0008,"TETRACYCLINE KAPSUL 250 MG",3991.90,DUS,22,IDR,KAPSUL,Aceh,EPM,CAB01,204,MARCKS,Z32,Apotek
IN6301_BRG0004,IN6301,2022-02-01,CUST55393,"APOTEK SAHABAT",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,12,IDR,KAPSUL,Padang,EPM,CAB02,201,VNS,Z32,Apotek
IN6302_BRG0006,IN6302,2022-02-23,CUST55565,"APOTEK SINAR JAYA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,120,IDR,TABLET,Bekasi,EPM,CAB09,205,"OGB & PH",Z32,Apotek
IN6303_BRG0010,IN6303,2022-01-28,CUST55539,"KLINIK GM",BRG0010,PARACETAMOL,6940.30,DUS,95,IDR,BOTOL,Jakarta,TD,CAB02,208,SLCYL,Z31,Klinik
IN6304_BRG0009,IN6304,2022-04-30,CUST55728,"APOTEK MERDEKA",BRG0009,"AMBROXOL HC",5780.70,DUS,44,IDR,BOTOL,Bandung,TD,CAB07,207,VNS,Z32,Apotek
IN6305_BRG0004,IN6305,2022-01-30,CUST55493,"APOTEK MAJA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,14,IDR,KAPSUL,Kuningan,TA,CAB01,201,VNS,Z32,Apotek
IN6306_BRG0001,IN6306,2022-01-27,CUST55430,"APOTEK SINAR JAYA",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,45,IDR,DUS,Bekasi,EPM,CAB09,206,"OGB & PH",Z32,Apotek
IN6307_BRG0007,IN6307,2022-01-23,CUST55396,"APOTEK MAJA",BRG0007,"ERGOTAMINE COFFEINE",4592.10,DUS,14,IDR,BOTOL,Kuningan,EPM,CAB05,206,ETIKAL,Z32,Apotek
IN6308_BRG0007,IN6308,2022-01-23,CUST55516,"APOTEK MAJA",BRG0007,"ERGOTAMINE COFFEINE",4592.10,DUS,67,IDR,BOTOL,Kuningan,TD,CAB05,206,ETIKAL,Z32,Apotek
IN6309_BRG0008,IN6309,2022-04-26,CUST55627,"APOTEK TAPAK",BRG0008,"TETRACYCLINE KAPSUL 250 MG",3991.90,DUS,45,IDR,KAPSUL,Aceh,TD,CAB01,204,MARCKS,Z32,Apotek
IN6310_BRG0004,IN6310,2022-04-30,CUST55693,"APOTEK SAHABAT",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,14,IDR,KAPSUL,Padang,EPM,CAB02,201,VNS,Z32,Apotek
IN6311_BRG0007,IN6311,2022-01-23,CUST55426,"APOTEK MAJA",BRG0007,"ERGOTAMINE COFFEINE",4592.10,DUS,7,IDR,BOTOL,Kuningan,EPM,CAB05,206,ETIKAL,Z32,Apotek
IN6312_BRG0006,IN6312,2022-05-02,CUST55725,"APOTEK TAPAK",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,34,IDR,TABLET,Aceh,TD,CAB04,205,"OGB & PH",Z32,Apotek
IN6313_BRG0001,IN6313,2022-04-20,CUST55660,"APOTEK MERDEKA",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,24,IDR,DUS,Bandung,TD,CAB03,206,"OGB & PH",Z32,Apotek
IN6314_BRG0002,IN6314,2022-01-28,CUST55527,"APOTEK SINAR JAYA",BRG0002,"ALERGINE TABLET SALUT",3991.90,DUS,45,IDR,DUS,Bekasi,TA,CAB01,203,MARCKS,Z32,Apotek
IN6315_BRG0004,IN6315,2022-04-21,CUST55643,"APOTEK MAJA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,14,IDR,KAPSUL,Kuningan,TD,CAB01,201,VNS,Z32,Apotek
IN6316_BRG0003,IN6316,2022-04-19,CUST55662,"APOTEK SINAR JAYA",BRG0003,AMPICILLIN,10690.60,DUS,120,IDR,BOTOL,Bekasi,TA,CAB01,210,MARCKS,Z32,Apotek
IN6317_BRG0003,IN6317,2022-01-23,CUST55522,"APOTEK TAPAK",BRG0003,AMPICILLIN,10690.60,DUS,10,IDR,BOTOL,Aceh,TD,CAB01,210,MARCKS,Z32,Apotek
IN6318_BRG0003,IN6318,2022-01-23,CUST55462,"APOTEK TAPAK",BRG0003,AMPICILLIN,10690.60,DUS,22,IDR,BOTOL,Aceh,TD,CAB01,210,MARCKS,Z32,Apotek
IN6319_BRG0004,IN6319,2022-02-11,CUST55553,"APOTEK MAJA",BRG0004,"TRAMADOL KAPSUL 50 MG",8700.70,DUS,98,IDR,KAPSUL,Kuningan,TD,CAB01,201,VNS,Z32,Apotek
IN6320_BRG0006,IN6320,2022-02-01,CUST55495,"APOTEK MERDEKA",BRG0006,"KETOCONAZOLE TABLET 200 MG",2819.20,DUS,67,IDR,TABLET,Bandung,TD,CAB03,205,"OGB & PH",Z32,Apotek
IN6321_BRG0001,IN6321,2022-01-31,CUST55410,"APOTEK TAPAK",BRG0001,"ACYCLOVIR DUS",1169.91,DUS,22,IDR,DUS,Aceh,EPM,CAB04,206,"OGB & PH",Z32,Apotek
IN6322_BRG0009,IN6322,2022-01-31,CUST55488,"APOTEK MERDEKA",BRG0009,"AMBROXOL HC",5780.70,DUS,17,IDR,BOTOL,Bandung,TD,CAB07,207,VNS,Z32,Apotek
IN6323_BRG0004,IN6323,2022-01-30,CUST55439,"KLINIK DR. ANDRI",BRG0004,"TRAMADOL KAPSUL 50 MG",6940.30,DUS,6,IDR,KAPSUL,Lampung,TA,CAB03,201,SLCYL,Z31,Klinik
IN6324_BRG0007,IN6324,2022-06-10,CUST55686,"APOTEK SAHABAT",BRG0007,"ERGOTAMINE COFFEINE",4592.10,DUS,25,IDR,BOTOL,Padang,EPM,CAB10,206,ETIKAL,Z32,Apotek
IN6325_BRG0002,IN6325,2022-01-28,CUST55521,"APOTEK SAHABAT",BRG0002,"ALERGINE TABLET SALUT",2337.50,DUS,9,IDR,DUS,Padang,EPM,CAB10,203,ETIKAL,Z32,Apotek
IN6326_BRG0009,IN6326,2022-01-31,CUST55458,"APOTEK MERDEKA",BRG0009,"AMBROXOL HC",5780.70,DUS,4,IDR,BOTOL,Bandung,TD,CAB07,207,VNS,Z32,Apotek
IN6327_BRG0009,IN6327,2022-01-27,CUST55448,"APOTEK MAJA",BRG0009,"AMBROXOL HC",5780.70,DUS,25,IDR,BOTOL,Kuningan,TD,CAB01,207,VNS,Z32,Apotek
